name,Age,selling_price,km_driven,fuel,seller_type,transmission,owner
BMW X1 sDrive20d,12,890000,86000,Diesel,Individual,Automatic,1
Mahindra Scorpio M2DI,9,500000,120000,Diesel,Individual,Manual,0
Hyundai Elite i20 Sportz Plus Dual Tone BSIV,4,600000,5200,Petrol,Individual,Manual,0
Chevrolet Beat LS,13,99000,60000,Petrol,Individual,Manual,1
Hyundai i10 Era 1.1 iTech SE,12,235000,46000,Petrol,Individual,Manual,0
Tata Indigo GLX,17,75000,40000,Petrol,Individual,Manual,1
Honda City i DTEC VX,9,600000,90000,Diesel,Individual,Manual,1
Hyundai Verna CRDi 1.6 SX,4,1000000,25000,Diesel,Individual,Manual,1
Hyundai Verna 1.6 SX,11,390000,90000,Diesel,Individual,Manual,0
Volkswagen Polo 1.5 TDI Highline,8,600000,70000,Diesel,Individual,Manual,0
Hyundai i20 1.2 Spotz,6,600000,70000,Petrol,Individual,Manual,1
Hyundai Elite i20 Magna Plus Diesel,4,730000,35000,Diesel,Individual,Manual,1
Hyundai Grand i10 1.2 Kappa Magna AT,6,450000,12700,Petrol,Individual,Automatic,0
Maruti Ritz LDi,12,250000,80000,Diesel,Individual,Manual,0
Mahindra XUV500 W10 2WD,5,1400000,20000,Diesel,Individual,Manual,0
Renault KWID 1.0 RXT Optional,5,300000,20000,Petrol,Individual,Manual,0
Ford EcoSport 1.5 Petrol Titanium BSIV,6,800000,19000,Petrol,Individual,Manual,0
Fiat Grande Punto Active (Diesel),14,125000,95000,Diesel,Individual,Manual,1
BMW X1 sDrive 20d xLine,4,2600000,9500,Diesel,Individual,Automatic,0
Skoda Fabia 1.2 MPI Ambition Plus,11,300000,50000,Petrol,Individual,Manual,0
Volkswagen Polo Diesel Trendline 1.2L,11,295000,90000,Diesel,Individual,Manual,0
Ford Ecosport 1.0 Ecoboost Platinum Edition BSIV,10,650000,45839,Petrol,Dealer,Manual,0
Chevrolet Aveo 1.4 LS,13,200000,74510,Petrol,Dealer,Manual,0
Chevrolet Aveo U-VA 1.2 LS,14,130000,87293,Petrol,Dealer,Manual,0
Ford Figo Diesel EXI,11,250000,156040,Diesel,Dealer,Manual,0
Ford Endeavour 2.5L 4X2 MT,19,400000,93415,Diesel,Dealer,Manual,0
Ford Aspire Titanium BSIV,6,430000,101159,Petrol,Dealer,Manual,0
Hyundai EON 1.0 Kappa Magna Plus,8,170000,80000,Petrol,Individual,Manual,1
Tata Tiago 2019-2020 XZ,4,450000,12000,Petrol,Individual,Manual,0
Maruti Swift ZXI,10,350000,90000,Petrol,Individual,Manual,0
Chevrolet Spark 1.0 LT,12,130000,68519,Petrol,Dealer,Manual,0
Chevrolet Beat Diesel LS,11,180000,55130,Diesel,Dealer,Manual,0
Ford Ecosport 1.0 Ecoboost Titanium Optional,9,475000,65239,Petrol,Dealer,Manual,0
Volkswagen Polo 1.2 MPI Comfortline,8,470000,58182,Petrol,Dealer,Manual,0
Ford Fiesta Diesel Trend,11,200000,91245,Diesel,Dealer,Manual,0
Mahindra XUV500 W8 2WD,10,650000,102989,Diesel,Dealer,Manual,0
Honda City 1.5 E MT,13,400000,50000,Petrol,Individual,Manual,0
Maruti Zen VXI,23,100000,120000,Petrol,Individual,Manual,0
Maruti Swift Dzire VDI,9,409999,90000,Diesel,Individual,Manual,0
Maruti Swift VDI BSIV,5,640000,25000,Diesel,Individual,Manual,0
Maruti Wagon R LXI Minor,16,160000,80000,Petrol,Individual,Manual,1
Tata Indigo TDI,10,182000,100000,Diesel,Individual,Manual,0
Maruti Baleno Zeta 1.3,5,750000,70000,Diesel,Individual,Manual,0
Mahindra Jeep MM 550 XDB,21,150000,50000,Diesel,Individual,Manual,1
Maruti Alto STD,15,80000,100000,Petrol,Individual,Manual,1
Maruti Celerio VDi,7,240000,90000,Diesel,Individual,Manual,1
Maruti Esteem Lxi,18,60000,60000,Petrol,Individual,Manual,1
Maruti Alto LX,16,70000,120000,Petrol,Individual,Manual,1
Volkswagen Jetta 1.9 Highline TDI,15,285000,90000,Diesel,Individual,Automatic,1
Maruti Swift VDI BSIV,8,350000,60000,Diesel,Individual,Manual,1
Hyundai i20 Active 1.4 SX with AVN,8,699000,30000,Diesel,Individual,Manual,1
Ford Figo Diesel ZXI,12,275000,108000,Diesel,Individual,Manual,1
Hyundai i20 1.4 CRDi Magna,11,350000,160000,Diesel,Individual,Manual,1
Maruti Alto LXi BSIII,17,135000,90000,Petrol,Individual,Manual,1
Mahindra Xylo E4 8S,13,325000,120000,Diesel,Individual,Manual,1
Mahindra XUV500 W8 2WD,11,650000,102000,Diesel,Individual,Manual,1
Mahindra Bolero SLE,14,300000,178000,Diesel,Individual,Manual,1
Toyota Innova 2.5 VX (Diesel) 8 Seater,9,1200000,200000,Diesel,Individual,Manual,1
Ford Fiesta Petrol Trend,11,450000,60000,Petrol,Dealer,Manual,0
Tata Tiago 1.2 Revotron XE,4,425000,3000,Petrol,Individual,Manual,0
Maruti Alto LXi,17,150000,75118,Petrol,Individual,Manual,1
Maruti Ritz LDi,10,290000,140000,Diesel,Individual,Manual,1
Hyundai Xcent 1.2 Kappa Base,9,335000,60000,Petrol,Individual,Manual,1
Chevrolet Optra 1.6,17,120000,79000,Petrol,Dealer,Manual,1
Ford Ikon 1.6 ZXI NXt,18,20000,25000,Petrol,Individual,Manual,1
Hyundai Getz GLS,18,250000,70000,Petrol,Individual,Manual,0
Hyundai Santro Xing GL Plus,15,120000,41723,Petrol,Individual,Manual,1
Maruti SX4 Vxi BSIV,13,250000,70000,Petrol,Individual,Manual,0
Tata Indigo LS,11,220000,70000,Diesel,Individual,Manual,1
Ford Ikon 1.3 Flair,18,61000,4637,Petrol,Individual,Manual,1
Maruti Swift VDI BSIV,7,620000,70000,Diesel,Individual,Manual,0
Maruti Swift Dzire LDIX Limited Edition,9,425000,100000,Diesel,Individual,Manual,1
Tata Indica Vista Aqua 1.3 Quadrajet,14,85000,120000,Diesel,Individual,Manual,1
Maruti Swift 1.3 DLX,8,270000,40000,Diesel,Individual,Manual,1
Maruti Swift Vdi BSIII,14,180000,220000,Diesel,Individual,Manual,0
Renault KWID 1.0 RXT Optional,5,300000,20000,Petrol,Individual,Manual,0
Ford EcoSport 1.5 Petrol Titanium BSIV,6,800000,19000,Petrol,Individual,Manual,0
Fiat Grande Punto Active (Diesel),14,125000,95000,Diesel,Individual,Manual,1
Mahindra KUV 100 mFALCON G80 K2,6,450000,30000,Petrol,Individual,Manual,0
Tata New Safari DICOR 2.2 VX 4x4,11,450000,42655,Diesel,Individual,Manual,0
Renault KWID 1.0 RXL,6,250000,43000,Petrol,Individual,Manual,1
Toyota Innova 2.5 VX 8 STR BSIV,11,725000,70000,Diesel,Individual,Manual,0
Hyundai i20 Magna,13,250000,55000,Petrol,Individual,Manual,0
Fiat Punto 1.3 Active,13,99000,80000,Diesel,Individual,Manual,1
Renault KWID 1.0,6,350000,55000,Petrol,Individual,Manual,0
Hyundai Xcent 1.2 VTVT E Plus,5,511000,70000,Petrol,Individual,Manual,0
Maruti Ritz VDi,11,300000,80000,Diesel,Individual,Manual,0
Audi Q5 2.0 TFSI Quattro,13,1100000,110000,Petrol,Individual,Automatic,0
Hyundai i10 Sportz 1.2,13,125000,60000,Petrol,Individual,Manual,1
Tata Tiago 1.2 Revotron XZ,5,500000,30000,Petrol,Individual,Manual,0
Renault Duster 85PS Diesel RxL,10,385000,80000,Diesel,Individual,Manual,1
Skoda Rapid 1.6 MPI Elegance,11,350000,90000,Petrol,Individual,Manual,0
Maruti 800 Std BSIII,20,60000,50000,Petrol,Individual,Manual,0
Hyundai Santro Xing GLS,11,300000,50000,Petrol,Individual,Manual,0
Hyundai i20 1.4 CRDi Asta,11,400000,70000,Diesel,Individual,Manual,0
Ford Ecosport 1.5 DV5 MT Titanium,9,550000,110000,Diesel,Individual,Manual,0
Nissan Sunny XL,11,300000,80000,Petrol,Individual,Manual,1
Maruti Swift VDI,11,250000,156000,Diesel,Individual,Manual,0
Toyota Innova 2.5 GX 7 STR,11,800000,180000,Diesel,Individual,Manual,0
Maruti Eeco 5 Seater AC BSIV,5,300000,25000,Petrol,Individual,Manual,0
Maruti Alto LX,19,80000,120000,Petrol,Individual,Manual,0
Mahindra Scorpio S5 BSIV,3,1200000,11000,Diesel,Individual,Manual,0
Renault KWID AMT,6,355000,40000,Petrol,Individual,Automatic,0
Maruti Swift Dzire VDI,8,520000,50000,Diesel,Individual,Manual,0
Hyundai Verna 1.6 CRDI,11,500000,26000,Diesel,Individual,Manual,0
Maruti Alto LXi,15,114999,30000,Petrol,Individual,Manual,0
Toyota Fortuner 4x2 Manual,9,1800000,50000,Diesel,Individual,Manual,0
Mahindra TUV 300 T6 Plus,5,800000,20000,Diesel,Individual,Manual,0
Maruti Alto LXi BSIII,15,105000,30000,Petrol,Individual,Manual,1
Maruti Alto LXi,12,135000,78000,Petrol,Individual,Manual,0
Maruti Wagon R VXI BS IV,12,170000,40000,Petrol,Individual,Manual,1
Hyundai Verna 1.6 SX VTVT,9,550000,100000,Petrol,Individual,Manual,0
Honda City 1.5 V MT,14,250000,70000,Petrol,Individual,Manual,1
Hyundai Elantra CRDi SX,9,650000,30000,Diesel,Individual,Manual,1
Honda City 1.5 V AT Exclusive,15,210000,77000,Petrol,Individual,Automatic,1
Volkswagen Vento Diesel Highline,12,260000,150000,Diesel,Individual,Manual,0
Maruti Swift Dzire ZDI,7,750000,69000,Diesel,Individual,Manual,0
Toyota Innova Crysta 2.8 GX AT BSIV,7,1350000,120000,Diesel,Individual,Automatic,0
Maruti Ritz VDi,11,220000,120000,Diesel,Individual,Manual,1
Hyundai Getz 1.3 GLS,15,110000,110000,Petrol,Individual,Manual,1
Mahindra XUV500 AT W8 FWD,6,1230000,70000,Diesel,Individual,Automatic,0
Mahindra Quanto C6,10,220000,110000,Diesel,Individual,Manual,0
Tata Indigo LX Dicor,14,130000,50000,Diesel,Individual,Manual,0
Hyundai i20 1.2 Magna,11,330000,44000,Petrol,Individual,Manual,0
Honda City 1.5 S MT,13,254999,90000,Petrol,Individual,Manual,1
Hyundai Verna 1.6 SX VTVT (O),9,600000,50000,Petrol,Individual,Manual,1
Hyundai i10 Magna,11,210000,50000,Petrol,Individual,Manual,0
Chevrolet Enjoy TCDi LT 7 Seater,9,300000,146000,Diesel,Individual,Manual,0
Tata Tiago 1.2 Revotron XTA,5,426000,15000,Petrol,Individual,Automatic,0
Maruti Alto K10 VXI,8,265000,60000,Petrol,Individual,Manual,0
Hyundai Xcent 1.2 Kappa SX,7,450000,35000,Petrol,Individual,Manual,1
Hyundai Verna 1.6 SX,11,480000,80000,Diesel,Individual,Manual,0
Tata Nano Lx,13,40000,90000,Petrol,Individual,Manual,0
Honda City 1.5 S MT,12,395000,70000,Petrol,Individual,Manual,1
Maruti Wagon R VXI BS IV,10,229999,62000,Petrol,Individual,Manual,1
Ford Ecosport 1.5 Petrol Titanium Plus AT,5,875000,10000,Petrol,Individual,Automatic,0
Maruti Eeco 5 STR With AC Plus HTR CNG,13,170000,80000,Other,Individual,Manual,1
Hyundai i20 Sportz 1.2,8,500000,35000,Petrol,Individual,Manual,1
Renault Duster 85PS Diesel RxL,10,450000,1000,Diesel,Dealer,Manual,1
Mercedes-Benz C-Class Progressive C 220d,5,3800000,10000,Diesel,Dealer,Automatic,0
Audi A4 3.0 TDI Quattro,10,1580000,86000,Diesel,Dealer,Automatic,0
BMW X5 xDrive 30d xLine,4,4950000,30000,Diesel,Dealer,Automatic,0
Hyundai Creta 1.6 CRDi SX,7,535000,52600,Diesel,Individual,Manual,0
Maruti SX4 Vxi BSIV,11,225000,110000,Petrol,Individual,Manual,1
Hyundai Grand i10 1.2 Kappa Magna AT,6,550000,19890,Petrol,Dealer,Automatic,0
Maruti Swift ZXI BSIV,7,670000,7104,Petrol,Trustmark Dealer,Manual,0
Maruti Ertiga VXI,8,625000,11918,Petrol,Trustmark Dealer,Manual,0
Hyundai Grand i10 Magna AT,6,520000,10510,Petrol,Dealer,Automatic,0
Chevrolet Beat LT Option,7,239000,41000,Petrol,Dealer,Manual,0
Toyota Fortuner 4x2 AT,6,2600000,47162,Diesel,Trustmark Dealer,Automatic,0
Maruti S-Cross Zeta DDiS 200 SH,8,750000,45974,Diesel,Trustmark Dealer,Manual,0
Hyundai i10 Magna,11,229999,49824,Petrol,Dealer,Manual,0
Audi A6 2.0 TDI Premium Plus,10,1300000,58500,Diesel,Dealer,Automatic,0
Hyundai Santro GS,18,80000,56580,Petrol,Dealer,Manual,0
Skoda Laura Ambiente 2.0 TDI CR MT,11,385000,52000,Diesel,Dealer,Manual,0
Hyundai Verna 1.6 VTVT SX,8,760000,55340,Petrol,Trustmark Dealer,Manual,0
Maruti Swift Dzire VDI,6,600000,46507,Diesel,Trustmark Dealer,Manual,0
Maruti Ignis 1.2 Sigma BSIV,4,450000,40000,Petrol,Individual,Manual,0
Maruti Ignis 1.2 Sigma BSIV,4,450000,40000,Petrol,Individual,Manual,0
Maruti Ertiga VDI,11,550000,120000,Diesel,Individual,Manual,1
Tata Manza Aura Safire BS IV,10,200000,60000,Petrol,Individual,Manual,0
Tata Indica GLS BS IV,15,80000,90000,Petrol,Individual,Manual,1
Tata New Safari DICOR 2.2 EX 4x2,13,300000,250000,Diesel,Individual,Manual,1
Ford Aspire Titanium Plus Diesel BSIV,4,675000,15000,Diesel,Individual,Manual,0
Maruti Eeco 7 Seater Standard BSIV,6,260000,30000,Petrol,Individual,Manual,0
Hyundai Grand i10 1.2 Kappa Asta,4,500000,15000,Petrol,Individual,Manual,0
Hyundai EON Sportz,11,150000,55766,Petrol,Individual,Manual,1
Maruti Alto LXi,17,100000,80000,Petrol,Individual,Manual,0
Maruti Wagon R LXI,22,70000,117000,Petrol,Individual,Manual,1
Maruti Alto LX,19,100000,70000,Petrol,Individual,Manual,0
Toyota Innova 2.5 VX (Diesel) 7 Seater,11,730000,110000,Diesel,Individual,Manual,1
Nissan Terrano XL 85 PS,7,525000,100000,Diesel,Individual,Manual,1
Nissan Terrano XL 85 PS,7,525000,105000,Diesel,Individual,Manual,1
Toyota Innova 2.5 V Diesel 7-seater,14,550000,182000,Diesel,Individual,Manual,1
Toyota Corolla Altis Diesel D4DJ,11,420000,95000,Diesel,Individual,Manual,1
Honda Amaze SX i-VTEC,8,500000,70000,Petrol,Individual,Manual,0
Maruti Wagon R LXI Minor,14,165000,76000,Petrol,Individual,Manual,1
Hyundai Verna 1.6 SX,9,650000,70000,Diesel,Individual,Manual,1
Chevrolet Beat Diesel LT,10,195000,46000,Diesel,Individual,Manual,0
Maruti Zen LX,24,75000,70000,Petrol,Individual,Manual,0
Hyundai Accent CRDi,18,100000,120000,Diesel,Individual,Manual,1
Toyota Innova Crysta 2.4 VX MT BSIV,6,1770000,25000,Diesel,Individual,Manual,0
Maruti Esteem Lxi - BSIII,17,90000,90000,Petrol,Individual,Manual,0
Hyundai Xcent 1.1 CRDi Base,7,515000,50000,Diesel,Individual,Manual,0
Honda Jazz 1.5 VX i DTEC,6,700000,24585,Diesel,Dealer,Manual,1
Maruti Zen LX,22,62000,70000,Petrol,Individual,Manual,0
Toyota Etios GD SP,12,220000,110000,Diesel,Individual,Manual,1
Hyundai Santro Magna CNG BSIV,4,520000,10000,Other,Individual,Manual,0
Fiat Linea Emotion,13,170000,100000,Petrol,Individual,Manual,0
Ford Figo Diesel Titanium,12,190000,110000,Diesel,Individual,Manual,1
Ford Figo Diesel Titanium,12,150000,100000,Diesel,Individual,Manual,1
Maruti Zen Estilo LXI BS IV,14,125000,65000,Petrol,Individual,Manual,0
Honda Amaze EX i-Dtech,8,290000,40000,Diesel,Individual,Manual,1
Maruti Celerio X ZXI BSIV,4,490000,13900,Petrol,Individual,Manual,0
Tata Tigor 1.2 Revotron XZ Option,6,434999,17563,Petrol,Individual,Manual,0
Tata Zest Revotron 1.2T XE,7,380000,15000,Petrol,Individual,Manual,0
Volkswagen Polo Diesel Trendline 1.2L,11,200000,82000,Diesel,Individual,Manual,1
Ford Figo 1.5D Trend MT,7,495000,40000,Diesel,Individual,Manual,0
Toyota Innova 2.5 Z Diesel 7 Seater BS IV,9,894999,173000,Diesel,Individual,Manual,1
Mahindra XUV500 W6 2WD,9,600000,151000,Diesel,Individual,Manual,1
Honda Brio S MT,8,300000,50000,Petrol,Individual,Manual,0
Honda Amaze E i-VTEC,6,430000,15000,Petrol,Individual,Manual,0
Honda Amaze E i-DTEC,6,370000,80000,Diesel,Individual,Manual,0
Maruti Baleno Zeta 1.2,4,750000,11000,Petrol,Individual,Manual,0
Maruti Alto K10 LXI CNG Optional,7,300000,50000,Other,Individual,Manual,0
BMW X1 sDrive20d,11,700000,120000,Diesel,Individual,Automatic,1
Maruti Wagon R LXI DUO BSIII,16,100000,70000,Other,Individual,Manual,1
Hyundai Grand i10 Sportz,8,300000,90000,Petrol,Individual,Manual,0
Tata Indica Vista Quadrajet VX,11,130000,185000,Diesel,Individual,Manual,1
Hyundai i20 Asta Option 1.4 CRDi,7,650000,40000,Diesel,Individual,Manual,0
Maruti Swift VDI BSIV,6,509999,25000,Diesel,Individual,Manual,0
Toyota Innova 2.5 VX (Diesel) 7 Seater,10,1000000,117780,Diesel,Individual,Manual,1
Hyundai Verna CRDi SX,13,280000,120000,Diesel,Individual,Manual,1
Maruti Swift DDiS VDI,6,600000,120000,Diesel,Individual,Manual,0
Skoda Rapid 1.6 TDI Ambition,10,210000,120000,Diesel,Individual,Manual,1
Audi Q3 2.0 TDI Quattro Premium Plus,9,1150000,110000,Diesel,Individual,Automatic,1
Hyundai EON Magna Plus,5,229999,30000,Petrol,Individual,Manual,0
Hyundai EON Magna Plus,5,245000,30000,Petrol,Individual,Manual,0
Mahindra Scorpio S4 4WD,8,600000,60000,Diesel,Individual,Manual,0
Hyundai Grand i10 Sportz,7,375000,25000,Petrol,Individual,Manual,0
Mahindra Scorpio 1.99 S10,8,150000,55000,Diesel,Individual,Manual,1
Mahindra XUV500 W10 2WD,5,1450000,20000,Diesel,Individual,Manual,0
Maruti Ertiga VDI,9,500000,100000,Diesel,Individual,Manual,1
Maruti Alto LXi,16,75000,40000,Petrol,Individual,Manual,1
Hyundai Sonata AT Leather,17,225000,80000,Petrol,Individual,Automatic,1
Hyundai Sonata 2.4L AT,17,275000,80000,Petrol,Individual,Automatic,1
Mahindra Bolero Power Plus SLX,5,620000,35000,Diesel,Individual,Manual,0
Nissan X-Trail SLX MT,13,600000,110000,Diesel,Individual,Manual,1
Mahindra Xylo E8 ABS Airbag BSIV,12,275000,160000,Diesel,Individual,Manual,0
Tata Indigo TDI,10,125000,125000,Diesel,Individual,Manual,0
Tata Indigo GLS,12,80000,62000,Petrol,Individual,Manual,1
Nissan Micra Diesel XV,12,199000,120000,Diesel,Individual,Manual,1
Nissan Micra XL,7,440000,33000,Petrol,Individual,Manual,1
Maruti Swift Dzire LDI,10,250000,80000,Diesel,Individual,Manual,1
Hyundai i20 1.4 Sportz,6,700000,35000,Diesel,Individual,Manual,0
Hyundai Grand i10 CRDi Asta Option,8,450000,50000,Diesel,Individual,Manual,0
Maruti Alto 800 Std Optional,4,240000,5000,Petrol,Individual,Manual,0
Hyundai Xcent 1.2 Kappa SX,7,350000,12000,Petrol,Individual,Manual,0
Ford EcoSport 1.5 TDCi Titanium BSIV,7,650000,81595,Diesel,Dealer,Manual,0
Hyundai Getz GLS ABS,18,71000,22000,Petrol,Individual,Manual,0
Maruti Swift VXI Optional,8,400000,40000,Petrol,Individual,Manual,0
Maruti Alto LXi BSIII,15,130000,40000,Petrol,Individual,Manual,1
Mahindra Scorpio 2.6 CRDe SLE,10,300000,70000,Diesel,Individual,Manual,1
Nissan Kicks XL D BSIV,4,1100000,4000,Diesel,Individual,Manual,0
BMW 3 Series 320d Luxury Line,8,2200000,24000,Diesel,Individual,Automatic,0
Honda Amaze VX i-VTEC,5,800000,13500,Petrol,Dealer,Manual,0
Maruti Ritz VDI (ABS) BS IV,10,490000,40000,Diesel,Individual,Manual,0
Honda Jazz 1.2 VX i VTEC,5,836000,9700,Petrol,Dealer,Manual,0
Volkswagen Polo Petrol Comfortline 1.2L,11,375000,62000,Petrol,Individual,Manual,1
Honda BR-V i-DTEC VX MT,7,1249000,24000,Diesel,Dealer,Manual,0
Honda WR-V i-DTEC VX,4,1240000,13000,Diesel,Dealer,Manual,0
Tata Nano Std BSII,14,35000,50000,Petrol,Individual,Manual,1
Honda BR-V i-VTEC VX MT,6,1068000,36000,Petrol,Dealer,Manual,0
Honda BR-V i-DTEC VX MT,6,1189000,40000,Diesel,Dealer,Manual,0
Hyundai Elite i20 Petrol Asta Option,5,700000,27000,Petrol,Individual,Manual,0
Maruti Alto K10 VXI,7,350000,40000,Petrol,Individual,Manual,0
Hyundai i10 Magna 1.2,14,254999,80000,Petrol,Individual,Manual,1
Mahindra Scorpio 2.6 CRDe,18,229999,221000,Diesel,Individual,Manual,1
Hyundai i20 Asta Option 1.4 CRDi,7,750000,80000,Diesel,Individual,Manual,0
Maruti Ritz VDi,11,325000,119000,Diesel,Individual,Manual,1
Toyota Innova 2.5 G4 Diesel 7-seater,14,760000,190000,Diesel,Individual,Manual,1
Maruti Celerio ZXI AT,6,509999,25000,Petrol,Individual,Automatic,0
Nissan Micra XL,10,363000,28740,Petrol,Individual,Manual,0
Maruti Alto K10 LXI,13,229999,48500,Petrol,Individual,Manual,0
Nissan Sunny XL,11,290000,110000,Petrol,Individual,Manual,1
Maruti Swift VXI,5,550000,30000,Petrol,Individual,Manual,0
Tata Indica Vista TDI LX,12,125000,120000,Diesel,Individual,Manual,1
Volvo XC60 D5 Inscription,9,2000000,130000,Diesel,Individual,Automatic,0
Toyota Innova 2.5 G4 Diesel 7-seater,15,350000,140000,Diesel,Individual,Manual,1
Hyundai Verna 1.6 SX CRDi (O),12,390000,90000,Diesel,Individual,Manual,0
Maruti Wagon R VXI Minor ABS,13,260000,50000,Petrol,Individual,Manual,0
Maruti Omni BSIII 8-STR W/ IMMOBILISER,15,150000,50000,Petrol,Individual,Manual,1
Maruti Esteem Vxi - BSIII,17,85000,60000,Petrol,Individual,Manual,1
Maruti Alto 800 LXI,8,280000,15000,Petrol,Individual,Manual,1
Maruti Celerio VXI,8,220000,45000,Petrol,Individual,Manual,0
Hyundai Santro Xing XG,18,140000,80000,Petrol,Individual,Manual,1
Maruti Wagon R AMT VXI Option,5,370000,15000,Petrol,Individual,Automatic,0
Maruti Swift Dzire VDI,4,650000,20000,Diesel,Individual,Manual,0
Maruti Alto 800 LX,6,280000,37000,Petrol,Individual,Manual,0
Maruti Swift Dzire VDI,7,540000,80000,Diesel,Individual,Manual,0
Ambassador Classic 2000 Dsz,21,50000,120000,Diesel,Individual,Manual,1
Maruti Ciaz Sigma BSIV,5,800000,20000,Petrol,Individual,Manual,0
Ford Figo 1.5D Titanium MT,7,515000,25000,Diesel,Individual,Manual,0
Hyundai i20 1.2 Magna,13,220000,96000,Petrol,Individual,Manual,1
Hyundai i20 Asta (o),9,525000,54000,Petrol,Dealer,Manual,1
Chevrolet Spark 1.0 LT Option Pack w/ Airbag,10,165000,53000,Petrol,Dealer,Manual,0
Fiat Linea 1.3 Emotion,13,221000,65000,Diesel,Dealer,Manual,0
Chevrolet Beat LT,8,245000,43000,Petrol,Dealer,Manual,0
Ford Figo 1.2P Titanium Plus MT,11,260000,42000,Petrol,Dealer,Manual,0
Skoda Superb Elegance 2.0 TDI CR AT,12,550000,73000,Diesel,Dealer,Automatic,0
Hyundai Grand i10 1.2 Kappa Era,8,434999,29000,Petrol,Dealer,Manual,0
Tata Safari Storme EX,10,450000,95000,Diesel,Dealer,Manual,0
Chevrolet Sail 1.2 Base,9,290000,25000,Petrol,Individual,Manual,0
Volkswagen Vento 1.0 TSI Highline Plus,12,305000,53000,Petrol,Dealer,Manual,1
Ford Classic 1.6 Duratec LXI,12,265000,20000,Petrol,Dealer,Manual,0
Honda Brio 1.2 S MT,9,325000,57000,Petrol,Dealer,Manual,0
Chevrolet Cruze LTZ,9,550000,52000,Diesel,Dealer,Manual,0
Maruti Zen Estilo LXI BSIII,15,105000,40000,Petrol,Individual,Manual,0
Honda Brio 1.2 S MT,11,275000,47000,Petrol,Dealer,Manual,0
Honda City 1.5 V MT,11,434999,47000,Petrol,Dealer,Manual,1
Hyundai Verna 1.6 CRDi SX,7,690000,73000,Diesel,Dealer,Manual,0
Honda Brio V MT,11,249000,42000,Petrol,Dealer,Manual,1
Hyundai EON D Lite Plus,11,204999,60000,Petrol,Dealer,Manual,1
Chevrolet Beat Diesel LT,11,200000,50000,Diesel,Individual,Manual,0
Maruti Wagon R VXI Optional,8,190000,120000,Petrol,Individual,Manual,0
Maruti Alto LXi,11,150000,50000,Petrol,Individual,Manual,0
Maruti Zen LX,24,70000,70000,Petrol,Individual,Manual,1
Mahindra Bolero Power Plus SLX,5,900000,25000,Diesel,Individual,Manual,0
Maruti Ertiga ZXI AT Petrol,4,950000,11000,Petrol,Individual,Automatic,0
Maruti Swift Dzire VXI,10,475000,80000,Petrol,Individual,Manual,0
Maruti 800 Std,25,55000,80000,Petrol,Individual,Manual,1
Ford Fiesta Titanium 1.5 TDCi,10,450000,75000,Diesel,Individual,Manual,1
BMW 5 Series 525d Sedan,14,1200000,45000,Diesel,Individual,Automatic,1
Mahindra Bolero SLX,16,300000,100000,Diesel,Individual,Manual,1
Honda City i DTEC E,9,350000,60000,Diesel,Individual,Manual,1
Tata Indica Vista Quadrajet LS,12,229999,160000,Diesel,Individual,Manual,1
Hyundai Creta 1.6 Gamma SX Plus,8,821000,50000,Petrol,Individual,Manual,0
Maruti Alto K10 VXI,9,200000,80000,Petrol,Individual,Manual,1
Mahindra Scorpio 1.99 S10,6,1000000,60000,Diesel,Individual,Manual,1
Maruti Alto 800 VXI,7,220000,60000,Petrol,Individual,Manual,1
Ford Figo Aspire 1.5 TDCi Trend,8,459999,148620,Diesel,Dealer,Manual,0
Maruti SX4 ZDI,11,310000,70000,Diesel,Individual,Manual,1
Hyundai Elite i20 Diesel Asta Option,5,815000,42000,Diesel,Individual,Manual,0
Hyundai Verna 1.6 CRDI SX Option,6,1200000,40000,Diesel,Individual,Manual,0
Chevrolet Optra Magnum 2.0 LT,12,170000,150000,Diesel,Individual,Manual,1
