name,owner,Age,selling_price,km_driven,fuel_Diesel,fuel_Petrol,seller_type_Dealer,seller_type_Individual,transmission_Manual
Maruti Wagon R VXI Optional,1,6,350000,70000,0,1,0,1,1
Chevrolet Beat Diesel LT,1,11,200000,70000,1,0,0,1,1
Hyundai Getz 1.5 CRDi GVS,1,15,110000,154000,1,0,0,1,1
Hyundai EON Sportz,0,11,150000,80000,0,1,0,1,1
Maruti Zen D PS,1,20,75000,110000,1,0,0,1,1
Honda Amaze EX i-Dtech,1,10,350000,90000,1,0,0,1,1
Toyota Innova Crysta 2.4 VX MT 8S BSIV,0,5,1700000,15000,1,0,0,1,1
BMW X1 sDrive20d,1,12,890000,86000,1,0,0,1,0
Mahindra Scorpio M2DI,0,9,500000,120000,1,0,0,1,1
Hyundai Elite i20 Sportz Plus Dual Tone BSIV,0,4,600000,5200,0,1,0,1,1
Chevrolet Beat LS,1,13,99000,60000,0,1,0,1,1
Hyundai i10 Era 1.1 iTech SE,0,12,235000,46000,0,1,0,1,1
Tata Indigo GLX,1,17,75000,40000,0,1,0,1,1
Honda City i DTEC VX,1,9,600000,90000,1,0,0,1,1
Hyundai Verna CRDi 1.6 SX,1,4,1000000,25000,1,0,0,1,1
Hyundai Verna 1.6 SX,0,11,390000,90000,1,0,0,1,1
Volkswagen Polo 1.5 TDI Highline,0,8,600000,70000,1,0,0,1,1
Hyundai i20 1.2 Spotz,1,6,600000,70000,0,1,0,1,1
Hyundai Elite i20 Magna Plus Diesel,1,4,730000,35000,1,0,0,1,1
Hyundai Grand i10 1.2 Kappa Magna AT,0,6,450000,12700,0,1,0,1,0
Maruti Ritz LDi,0,12,250000,80000,1,0,0,1,1
Mahindra XUV500 W10 2WD,0,5,1400000,20000,1,0,0,1,1
Renault KWID 1.0 RXT Optional,0,5,300000,20000,0,1,0,1,1
Ford EcoSport 1.5 Petrol Titanium BSIV,0,6,800000,19000,0,1,0,1,1
Fiat Grande Punto Active (Diesel),1,14,125000,95000,1,0,0,1,1
BMW X1 sDrive 20d xLine,0,4,2600000,9500,1,0,0,1,0
Skoda Fabia 1.2 MPI Ambition Plus,0,11,300000,50000,0,1,0,1,1
Volkswagen Polo Diesel Trendline 1.2L,0,11,295000,90000,1,0,0,1,1
Ford Ecosport 1.0 Ecoboost Platinum Edition BSIV,0,10,650000,45839,0,1,1,0,1
Chevrolet Aveo 1.4 LS,0,13,200000,74510,0,1,1,0,1
Chevrolet Aveo U-VA 1.2 LS,0,14,130000,87293,0,1,1,0,1
Ford Figo Diesel EXI,0,11,250000,156040,1,0,1,0,1
Ford Endeavour 2.5L 4X2 MT,0,19,400000,93415,1,0,1,0,1
Ford Aspire Titanium BSIV,0,6,430000,101159,0,1,1,0,1
Hyundai EON 1.0 Kappa Magna Plus,1,8,170000,80000,0,1,0,1,1
Tata Tiago 2019-2020 XZ,0,4,450000,12000,0,1,0,1,1
Maruti Swift ZXI,0,10,350000,90000,0,1,0,1,1
Chevrolet Spark 1.0 LT,0,12,130000,68519,0,1,1,0,1
Chevrolet Beat Diesel LS,0,11,180000,55130,1,0,1,0,1
Ford Ecosport 1.0 Ecoboost Titanium Optional,0,9,475000,65239,0,1,1,0,1
Volkswagen Polo 1.2 MPI Comfortline,0,8,470000,58182,0,1,1,0,1
Ford Fiesta Diesel Trend,0,11,200000,91245,1,0,1,0,1
Mahindra XUV500 W8 2WD,0,10,650000,102989,1,0,1,0,1
Honda City 1.5 E MT,0,13,400000,50000,0,1,0,1,1
Maruti Zen VXI,0,23,100000,120000,0,1,0,1,1
Maruti Swift Dzire VDI,0,9,409999,90000,1,0,0,1,1
Maruti Swift VDI BSIV,0,5,640000,25000,1,0,0,1,1
Maruti Wagon R LXI Minor,1,16,160000,80000,0,1,0,1,1
Tata Indigo TDI,0,10,182000,100000,1,0,0,1,1
Maruti Baleno Zeta 1.3,0,5,750000,70000,1,0,0,1,1
Mahindra Jeep MM 550 XDB,1,21,150000,50000,1,0,0,1,1
Maruti Alto STD,1,15,80000,100000,0,1,0,1,1
Maruti Celerio VDi,1,7,240000,90000,1,0,0,1,1
Maruti Esteem Lxi,1,18,60000,60000,0,1,0,1,1
Maruti Alto LX,1,16,70000,120000,0,1,0,1,1
Volkswagen Jetta 1.9 Highline TDI,1,15,285000,90000,1,0,0,1,0
Maruti Swift VDI BSIV,1,8,350000,60000,1,0,0,1,1
Hyundai i20 Active 1.4 SX with AVN,1,8,699000,30000,1,0,0,1,1
Ford Figo Diesel ZXI,1,12,275000,108000,1,0,0,1,1
Hyundai i20 1.4 CRDi Magna,1,11,350000,160000,1,0,0,1,1
Maruti Alto LXi BSIII,1,17,135000,90000,0,1,0,1,1
Mahindra Xylo E4 8S,1,13,325000,120000,1,0,0,1,1
Mahindra XUV500 W8 2WD,1,11,650000,102000,1,0,0,1,1
Mahindra Bolero SLE,1,14,300000,178000,1,0,0,1,1
Toyota Innova 2.5 VX (Diesel) 8 Seater,1,9,1200000,200000,1,0,0,1,1
Ford Fiesta Petrol Trend,0,11,450000,60000,0,1,1,0,1
Tata Tiago 1.2 Revotron XE,0,4,425000,3000,0,1,0,1,1
Maruti Alto LXi,1,17,150000,75118,0,1,0,1,1
Maruti Ritz LDi,1,10,290000,140000,1,0,0,1,1
Hyundai Xcent 1.2 Kappa Base,1,9,335000,60000,0,1,0,1,1
Chevrolet Optra 1.6,1,17,120000,79000,0,1,1,0,1
Ford Ikon 1.6 ZXI NXt,1,18,20000,25000,0,1,0,1,1
Hyundai Getz GLS,0,18,250000,70000,0,1,0,1,1
Hyundai Santro Xing GL Plus,1,15,120000,41723,0,1,0,1,1
Maruti SX4 Vxi BSIV,0,13,250000,70000,0,1,0,1,1
Tata Indigo LS,1,11,220000,70000,1,0,0,1,1
Ford Ikon 1.3 Flair,1,18,61000,4637,0,1,0,1,1
Maruti Swift VDI BSIV,0,7,620000,70000,1,0,0,1,1
Maruti Swift Dzire LDIX Limited Edition,1,9,425000,100000,1,0,0,1,1
Tata Indica Vista Aqua 1.3 Quadrajet,1,14,85000,120000,1,0,0,1,1
Maruti Swift 1.3 DLX,1,8,270000,40000,1,0,0,1,1
Maruti Swift Vdi BSIII,0,14,180000,220000,1,0,0,1,1
Renault KWID 1.0 RXT Optional,0,5,300000,20000,0,1,0,1,1
Ford EcoSport 1.5 Petrol Titanium BSIV,0,6,800000,19000,0,1,0,1,1
Fiat Grande Punto Active (Diesel),1,14,125000,95000,1,0,0,1,1
Mahindra KUV 100 mFALCON G80 K2,0,6,450000,30000,0,1,0,1,1
Tata New Safari DICOR 2.2 VX 4x4,0,11,450000,42655,1,0,0,1,1
Renault KWID 1.0 RXL,1,6,250000,43000,0,1,0,1,1
Toyota Innova 2.5 VX 8 STR BSIV,0,11,725000,70000,1,0,0,1,1
Hyundai i20 Magna,0,13,250000,55000,0,1,0,1,1
Fiat Punto 1.3 Active,1,13,99000,80000,1,0,0,1,1
Renault KWID 1.0,0,6,350000,55000,0,1,0,1,1
Hyundai Xcent 1.2 VTVT E Plus,0,5,511000,70000,0,1,0,1,1
Maruti Ritz VDi,0,11,300000,80000,1,0,0,1,1
Audi Q5 2.0 TFSI Quattro,0,13,1100000,110000,0,1,0,1,0
Hyundai i10 Sportz 1.2,1,13,125000,60000,0,1,0,1,1
Tata Tiago 1.2 Revotron XZ,0,5,500000,30000,0,1,0,1,1
Renault Duster 85PS Diesel RxL,1,10,385000,80000,1,0,0,1,1
Skoda Rapid 1.6 MPI Elegance,0,11,350000,90000,0,1,0,1,1
Maruti 800 Std BSIII,0,20,60000,50000,0,1,0,1,1
Hyundai Santro Xing GLS,0,11,300000,50000,0,1,0,1,1
Hyundai i20 1.4 CRDi Asta,0,11,400000,70000,1,0,0,1,1
Ford Ecosport 1.5 DV5 MT Titanium,0,9,550000,110000,1,0,0,1,1
Nissan Sunny XL,1,11,300000,80000,0,1,0,1,1
Maruti Swift VDI,0,11,250000,156000,1,0,0,1,1
Toyota Innova 2.5 GX 7 STR,0,11,800000,180000,1,0,0,1,1
Maruti Eeco 5 Seater AC BSIV,0,5,300000,25000,0,1,0,1,1
Maruti Alto LX,0,19,80000,120000,0,1,0,1,1
Mahindra Scorpio S5 BSIV,0,3,1200000,11000,1,0,0,1,1
Renault KWID AMT,0,6,355000,40000,0,1,0,1,0
Maruti Swift Dzire VDI,0,8,520000,50000,1,0,0,1,1
Hyundai Verna 1.6 CRDI,0,11,500000,26000,1,0,0,1,1
Maruti Alto LXi,0,15,114999,30000,0,1,0,1,1
Toyota Fortuner 4x2 Manual,0,9,1800000,50000,1,0,0,1,1
Mahindra TUV 300 T6 Plus,0,5,800000,20000,1,0,0,1,1
Maruti Alto LXi BSIII,1,15,105000,30000,0,1,0,1,1
Maruti Alto LXi,0,12,135000,78000,0,1,0,1,1
Maruti Wagon R VXI BS IV,1,12,170000,40000,0,1,0,1,1
Hyundai Verna 1.6 SX VTVT,0,9,550000,100000,0,1,0,1,1
Honda City 1.5 V MT,1,14,250000,70000,0,1,0,1,1
Hyundai Elantra CRDi SX,1,9,650000,30000,1,0,0,1,1
Honda City 1.5 V AT Exclusive,1,15,210000,77000,0,1,0,1,0
Volkswagen Vento Diesel Highline,0,12,260000,150000,1,0,0,1,1
Maruti Swift Dzire ZDI,0,7,750000,69000,1,0,0,1,1
Toyota Innova Crysta 2.8 GX AT BSIV,0,7,1350000,120000,1,0,0,1,0
Maruti Ritz VDi,1,11,220000,120000,1,0,0,1,1
Hyundai Getz 1.3 GLS,1,15,110000,110000,0,1,0,1,1
Mahindra XUV500 AT W8 FWD,0,6,1230000,70000,1,0,0,1,0
Mahindra Quanto C6,0,10,220000,110000,1,0,0,1,1
Tata Indigo LX Dicor,0,14,130000,50000,1,0,0,1,1
Hyundai i20 1.2 Magna,0,11,330000,44000,0,1,0,1,1
Honda City 1.5 S MT,1,13,254999,90000,0,1,0,1,1
Hyundai Verna 1.6 SX VTVT (O),1,9,600000,50000,0,1,0,1,1
Hyundai i10 Magna,0,11,210000,50000,0,1,0,1,1
Chevrolet Enjoy TCDi LT 7 Seater,0,9,300000,146000,1,0,0,1,1
Tata Tiago 1.2 Revotron XTA,0,5,426000,15000,0,1,0,1,0
Maruti Alto K10 VXI,0,8,265000,60000,0,1,0,1,1
Hyundai Xcent 1.2 Kappa SX,1,7,450000,35000,0,1,0,1,1
Hyundai Verna 1.6 SX,0,11,480000,80000,1,0,0,1,1
Tata Nano Lx,0,13,40000,90000,0,1,0,1,1
Honda City 1.5 S MT,1,12,395000,70000,0,1,0,1,1
Maruti Wagon R VXI BS IV,1,10,229999,62000,0,1,0,1,1
Ford Ecosport 1.5 Petrol Titanium Plus AT,0,5,875000,10000,0,1,0,1,0
Maruti Eeco 5 STR With AC Plus HTR CNG,1,13,170000,80000,0,0,0,1,1
Hyundai i20 Sportz 1.2,1,8,500000,35000,0,1,0,1,1
Renault Duster 85PS Diesel RxL,1,10,450000,1000,1,0,1,0,1
Mercedes-Benz C-Class Progressive C 220d,0,5,3800000,10000,1,0,1,0,0
Audi A4 3.0 TDI Quattro,0,10,1580000,86000,1,0,1,0,0
BMW X5 xDrive 30d xLine,0,4,4950000,30000,1,0,1,0,0
Hyundai Creta 1.6 CRDi SX,0,7,535000,52600,1,0,0,1,1
Maruti SX4 Vxi BSIV,1,11,225000,110000,0,1,0,1,1
Hyundai Grand i10 1.2 Kappa Magna AT,0,6,550000,19890,0,1,1,0,0
Maruti Swift ZXI BSIV,0,7,670000,7104,0,1,0,0,1
Maruti Ertiga VXI,0,8,625000,11918,0,1,0,0,1
Hyundai Grand i10 Magna AT,0,6,520000,10510,0,1,1,0,0
Chevrolet Beat LT Option,0,7,239000,41000,0,1,1,0,1
Toyota Fortuner 4x2 AT,0,6,2600000,47162,1,0,0,0,0
Maruti S-Cross Zeta DDiS 200 SH,0,8,750000,45974,1,0,0,0,1
Hyundai i10 Magna,0,11,229999,49824,0,1,1,0,1
Audi A6 2.0 TDI Premium Plus,0,10,1300000,58500,1,0,1,0,0
Hyundai Santro GS,0,18,80000,56580,0,1,1,0,1
Skoda Laura Ambiente 2.0 TDI CR MT,0,11,385000,52000,1,0,1,0,1
Hyundai Verna 1.6 VTVT SX,0,8,760000,55340,0,1,0,0,1
Maruti Swift Dzire VDI,0,6,600000,46507,1,0,0,0,1
Maruti Ignis 1.2 Sigma BSIV,0,4,450000,40000,0,1,0,1,1
Maruti Ignis 1.2 Sigma BSIV,0,4,450000,40000,0,1,0,1,1
Maruti Ertiga VDI,1,11,550000,120000,1,0,0,1,1
Tata Manza Aura Safire BS IV,0,10,200000,60000,0,1,0,1,1
Tata Indica GLS BS IV,1,15,80000,90000,0,1,0,1,1
Tata New Safari DICOR 2.2 EX 4x2,1,13,300000,250000,1,0,0,1,1
Ford Aspire Titanium Plus Diesel BSIV,0,4,675000,15000,1,0,0,1,1
Maruti Eeco 7 Seater Standard BSIV,0,6,260000,30000,0,1,0,1,1
Hyundai Grand i10 1.2 Kappa Asta,0,4,500000,15000,0,1,0,1,1
Hyundai EON Sportz,1,11,150000,55766,0,1,0,1,1
Maruti Alto LXi,0,17,100000,80000,0,1,0,1,1
Maruti Wagon R LXI,1,22,70000,117000,0,1,0,1,1
Maruti Alto LX,0,19,100000,70000,0,1,0,1,1
Toyota Innova 2.5 VX (Diesel) 7 Seater,1,11,730000,110000,1,0,0,1,1
Nissan Terrano XL 85 PS,1,7,525000,100000,1,0,0,1,1
Nissan Terrano XL 85 PS,1,7,525000,105000,1,0,0,1,1
Toyota Innova 2.5 V Diesel 7-seater,1,14,550000,182000,1,0,0,1,1
Toyota Corolla Altis Diesel D4DJ,1,11,420000,95000,1,0,0,1,1
Honda Amaze SX i-VTEC,0,8,500000,70000,0,1,0,1,1
Maruti Wagon R LXI Minor,1,14,165000,76000,0,1,0,1,1
Hyundai Verna 1.6 SX,1,9,650000,70000,1,0,0,1,1
Chevrolet Beat Diesel LT,0,10,195000,46000,1,0,0,1,1
Maruti Zen LX,0,24,75000,70000,0,1,0,1,1
Hyundai Accent CRDi,1,18,100000,120000,1,0,0,1,1
Toyota Innova Crysta 2.4 VX MT BSIV,0,6,1770000,25000,1,0,0,1,1
Maruti Esteem Lxi - BSIII,0,17,90000,90000,0,1,0,1,1
Hyundai Xcent 1.1 CRDi Base,0,7,515000,50000,1,0,0,1,1
Honda Jazz 1.5 VX i DTEC,1,6,700000,24585,1,0,1,0,1
Maruti Zen LX,0,22,62000,70000,0,1,0,1,1
Toyota Etios GD SP,1,12,220000,110000,1,0,0,1,1
Hyundai Santro Magna CNG BSIV,0,4,520000,10000,0,0,0,1,1
Fiat Linea Emotion,0,13,170000,100000,0,1,0,1,1
Ford Figo Diesel Titanium,1,12,190000,110000,1,0,0,1,1
Ford Figo Diesel Titanium,1,12,150000,100000,1,0,0,1,1
Maruti Zen Estilo LXI BS IV,0,14,125000,65000,0,1,0,1,1
Honda Amaze EX i-Dtech,1,8,290000,40000,1,0,0,1,1
Maruti Celerio X ZXI BSIV,0,4,490000,13900,0,1,0,1,1
Tata Tigor 1.2 Revotron XZ Option,0,6,434999,17563,0,1,0,1,1
Tata Zest Revotron 1.2T XE,0,7,380000,15000,0,1,0,1,1
Volkswagen Polo Diesel Trendline 1.2L,1,11,200000,82000,1,0,0,1,1
Ford Figo 1.5D Trend MT,0,7,495000,40000,1,0,0,1,1
Toyota Innova 2.5 Z Diesel 7 Seater BS IV,1,9,894999,173000,1,0,0,1,1
Mahindra XUV500 W6 2WD,1,9,600000,151000,1,0,0,1,1
Honda Brio S MT,0,8,300000,50000,0,1,0,1,1
Honda Amaze E i-VTEC,0,6,430000,15000,0,1,0,1,1
Honda Amaze E i-DTEC,0,6,370000,80000,1,0,0,1,1
Maruti Baleno Zeta 1.2,0,4,750000,11000,0,1,0,1,1
Maruti Alto K10 LXI CNG Optional,0,7,300000,50000,0,0,0,1,1
BMW X1 sDrive20d,1,11,700000,120000,1,0,0,1,0
Maruti Wagon R LXI DUO BSIII,1,16,100000,70000,0,0,0,1,1
Hyundai Grand i10 Sportz,0,8,300000,90000,0,1,0,1,1
Tata Indica Vista Quadrajet VX,1,11,130000,185000,1,0,0,1,1
Hyundai i20 Asta Option 1.4 CRDi,0,7,650000,40000,1,0,0,1,1
Maruti Swift VDI BSIV,0,6,509999,25000,1,0,0,1,1
Toyota Innova 2.5 VX (Diesel) 7 Seater,1,10,1000000,117780,1,0,0,1,1
Hyundai Verna CRDi SX,1,13,280000,120000,1,0,0,1,1
Maruti Swift DDiS VDI,0,6,600000,120000,1,0,0,1,1
Skoda Rapid 1.6 TDI Ambition,1,10,210000,120000,1,0,0,1,1
Audi Q3 2.0 TDI Quattro Premium Plus,1,9,1150000,110000,1,0,0,1,0
Hyundai EON Magna Plus,0,5,229999,30000,0,1,0,1,1
Hyundai EON Magna Plus,0,5,245000,30000,0,1,0,1,1
Mahindra Scorpio S4 4WD,0,8,600000,60000,1,0,0,1,1
Hyundai Grand i10 Sportz,0,7,375000,25000,0,1,0,1,1
Mahindra Scorpio 1.99 S10,1,8,150000,55000,1,0,0,1,1
Mahindra XUV500 W10 2WD,0,5,1450000,20000,1,0,0,1,1
Maruti Ertiga VDI,1,9,500000,100000,1,0,0,1,1
Maruti Alto LXi,1,16,75000,40000,0,1,0,1,1
Hyundai Sonata AT Leather,1,17,225000,80000,0,1,0,1,0
Hyundai Sonata 2.4L AT,1,17,275000,80000,0,1,0,1,0
Mahindra Bolero Power Plus SLX,0,5,620000,35000,1,0,0,1,1
Nissan X-Trail SLX MT,1,13,600000,110000,1,0,0,1,1
Mahindra Xylo E8 ABS Airbag BSIV,0,12,275000,160000,1,0,0,1,1
Tata Indigo TDI,0,10,125000,125000,1,0,0,1,1
Tata Indigo GLS,1,12,80000,62000,0,1,0,1,1
Nissan Micra Diesel XV,1,12,199000,120000,1,0,0,1,1
Nissan Micra XL,1,7,440000,33000,0,1,0,1,1
Maruti Swift Dzire LDI,1,10,250000,80000,1,0,0,1,1
Hyundai i20 1.4 Sportz,0,6,700000,35000,1,0,0,1,1
Hyundai Grand i10 CRDi Asta Option,0,8,450000,50000,1,0,0,1,1
Maruti Alto 800 Std Optional,0,4,240000,5000,0,1,0,1,1
Hyundai Xcent 1.2 Kappa SX,0,7,350000,12000,0,1,0,1,1
Ford EcoSport 1.5 TDCi Titanium BSIV,0,7,650000,81595,1,0,1,0,1
Hyundai Getz GLS ABS,0,18,71000,22000,0,1,0,1,1
Maruti Swift VXI Optional,0,8,400000,40000,0,1,0,1,1
Maruti Alto LXi BSIII,1,15,130000,40000,0,1,0,1,1
Mahindra Scorpio 2.6 CRDe SLE,1,10,300000,70000,1,0,0,1,1
Nissan Kicks XL D BSIV,0,4,1100000,4000,1,0,0,1,1
BMW 3 Series 320d Luxury Line,0,8,2200000,24000,1,0,0,1,0
Honda Amaze VX i-VTEC,0,5,800000,13500,0,1,1,0,1
Maruti Ritz VDI (ABS) BS IV,0,10,490000,40000,1,0,0,1,1
Honda Jazz 1.2 VX i VTEC,0,5,836000,9700,0,1,1,0,1
Volkswagen Polo Petrol Comfortline 1.2L,1,11,375000,62000,0,1,0,1,1
Honda BR-V i-DTEC VX MT,0,7,1249000,24000,1,0,1,0,1
Honda WR-V i-DTEC VX,0,4,1240000,13000,1,0,1,0,1
Tata Nano Std BSII,1,14,35000,50000,0,1,0,1,1
Honda BR-V i-VTEC VX MT,0,6,1068000,36000,0,1,1,0,1
Honda BR-V i-DTEC VX MT,0,6,1189000,40000,1,0,1,0,1
Hyundai Elite i20 Petrol Asta Option,0,5,700000,27000,0,1,0,1,1
Maruti Alto K10 VXI,0,7,350000,40000,0,1,0,1,1
Hyundai i10 Magna 1.2,1,14,254999,80000,0,1,0,1,1
Mahindra Scorpio 2.6 CRDe,1,18,229999,221000,1,0,0,1,1
Hyundai i20 Asta Option 1.4 CRDi,0,7,750000,80000,1,0,0,1,1
Maruti Ritz VDi,1,11,325000,119000,1,0,0,1,1
Toyota Innova 2.5 G4 Diesel 7-seater,1,14,760000,190000,1,0,0,1,1
Maruti Celerio ZXI AT,0,6,509999,25000,0,1,0,1,0
Nissan Micra XL,0,10,363000,28740,0,1,0,1,1
Maruti Alto K10 LXI,0,13,229999,48500,0,1,0,1,1
Nissan Sunny XL,1,11,290000,110000,0,1,0,1,1
Maruti Swift VXI,0,5,550000,30000,0,1,0,1,1
Tata Indica Vista TDI LX,1,12,125000,120000,1,0,0,1,1
Volvo XC60 D5 Inscription,0,9,2000000,130000,1,0,0,1,0
Toyota Innova 2.5 G4 Diesel 7-seater,1,15,350000,140000,1,0,0,1,1
Hyundai Verna 1.6 SX CRDi (O),0,12,390000,90000,1,0,0,1,1
Maruti Wagon R VXI Minor ABS,0,13,260000,50000,0,1,0,1,1
Maruti Omni BSIII 8-STR W/ IMMOBILISER,1,15,150000,50000,0,1,0,1,1
Maruti Esteem Vxi - BSIII,1,17,85000,60000,0,1,0,1,1
Maruti Alto 800 LXI,1,8,280000,15000,0,1,0,1,1
Maruti Celerio VXI,0,8,220000,45000,0,1,0,1,1
Hyundai Santro Xing XG,1,18,140000,80000,0,1,0,1,1
Maruti Wagon R AMT VXI Option,0,5,370000,15000,0,1,0,1,0
Maruti Swift Dzire VDI,0,4,650000,20000,1,0,0,1,1
Maruti Alto 800 LX,0,6,280000,37000,0,1,0,1,1
Maruti Swift Dzire VDI,0,7,540000,80000,1,0,0,1,1
Ambassador Classic 2000 Dsz,1,21,50000,120000,1,0,0,1,1
Maruti Ciaz Sigma BSIV,0,5,800000,20000,0,1,0,1,1
Ford Figo 1.5D Titanium MT,0,7,515000,25000,1,0,0,1,1
Hyundai i20 1.2 Magna,1,13,220000,96000,0,1,0,1,1
Hyundai i20 Asta (o),1,9,525000,54000,0,1,1,0,1
Chevrolet Spark 1.0 LT Option Pack w/ Airbag,0,10,165000,53000,0,1,1,0,1
Fiat Linea 1.3 Emotion,0,13,221000,65000,1,0,1,0,1
Chevrolet Beat LT,0,8,245000,43000,0,1,1,0,1
Ford Figo 1.2P Titanium Plus MT,0,11,260000,42000,0,1,1,0,1
Skoda Superb Elegance 2.0 TDI CR AT,0,12,550000,73000,1,0,1,0,0
Hyundai Grand i10 1.2 Kappa Era,0,8,434999,29000,0,1,1,0,1
Tata Safari Storme EX,0,10,450000,95000,1,0,1,0,1
Chevrolet Sail 1.2 Base,0,9,290000,25000,0,1,0,1,1
Volkswagen Vento 1.0 TSI Highline Plus,1,12,305000,53000,0,1,1,0,1
Ford Classic 1.6 Duratec LXI,0,12,265000,20000,0,1,1,0,1
Honda Brio 1.2 S MT,0,9,325000,57000,0,1,1,0,1
Chevrolet Cruze LTZ,0,9,550000,52000,1,0,1,0,1
Maruti Zen Estilo LXI BSIII,0,15,105000,40000,0,1,0,1,1
Honda Brio 1.2 S MT,0,11,275000,47000,0,1,1,0,1
Honda City 1.5 V MT,1,11,434999,47000,0,1,1,0,1
Hyundai Verna 1.6 CRDi SX,0,7,690000,73000,1,0,1,0,1
Honda Brio V MT,1,11,249000,42000,0,1,1,0,1
Hyundai EON D Lite Plus,1,11,204999,60000,0,1,1,0,1
Chevrolet Beat Diesel LT,0,11,200000,50000,1,0,0,1,1
Maruti Wagon R VXI Optional,0,8,190000,120000,0,1,0,1,1
Maruti Alto LXi,0,11,150000,50000,0,1,0,1,1
Maruti Zen LX,1,24,70000,70000,0,1,0,1,1
Mahindra Bolero Power Plus SLX,0,5,900000,25000,1,0,0,1,1
Maruti Ertiga ZXI AT Petrol,0,4,950000,11000,0,1,0,1,0
Maruti Swift Dzire VXI,0,10,475000,80000,0,1,0,1,1
Maruti 800 Std,1,25,55000,80000,0,1,0,1,1
Ford Fiesta Titanium 1.5 TDCi,1,10,450000,75000,1,0,0,1,1
BMW 5 Series 525d Sedan,1,14,1200000,45000,1,0,0,1,0
Mahindra Bolero SLX,1,16,300000,100000,1,0,0,1,1
Honda City i DTEC E,1,9,350000,60000,1,0,0,1,1
Tata Indica Vista Quadrajet LS,1,12,229999,160000,1,0,0,1,1
Hyundai Creta 1.6 Gamma SX Plus,0,8,821000,50000,0,1,0,1,1
Maruti Alto K10 VXI,1,9,200000,80000,0,1,0,1,1
Mahindra Scorpio 1.99 S10,1,6,1000000,60000,1,0,0,1,1
Maruti Alto 800 VXI,1,7,220000,60000,0,1,0,1,1
Ford Figo Aspire 1.5 TDCi Trend,0,8,459999,148620,1,0,1,0,1
Maruti SX4 ZDI,1,11,310000,70000,1,0,0,1,1
Hyundai Elite i20 Diesel Asta Option,0,5,815000,42000,1,0,0,1,1
Hyundai Verna 1.6 CRDI SX Option,0,6,1200000,40000,1,0,0,1,1
Chevrolet Optra Magnum 2.0 LT,1,12,170000,150000,1,0,0,1,1
Maruti S-Cross Alpha DDiS 200 SH,0,6,1000000,30000,1,0,0,1,1
Hyundai Santro Xing GLS,1,13,155000,90000,0,1,0,1,1
Mahindra TUV 300 T6 Plus,0,6,400000,120000,1,0,0,1,1
Mahindra Quanto C4,1,7,400000,80000,1,0,0,1,1
Tata Indica Vista Aura 1.3 Quadrajet BSIV,1,13,250000,80000,1,0,0,1,1
Tata Indigo GLX,1,15,150000,50000,0,1,0,1,1
Hyundai Santro LP zipPlus,1,21,80000,70000,0,1,0,1,1
Maruti SX4 ZXI AT,1,14,130000,120000,0,1,0,1,0
Volkswagen Vento 1.5 TDI Comfortline AT,0,9,325000,70000,1,0,0,1,0
Volkswagen Jetta 2.0L TDI Highline AT,0,11,735000,55300,1,0,1,0,0
Tata Indica Vista Quadrajet 90 VX,0,11,285000,74300,1,0,1,0,1
Honda City VX MT,0,13,350000,48781,0,1,1,0,1
Volkswagen Jetta 1.9 Highline TDI,0,13,290000,87620,1,0,1,0,0
Volkswagen Vento 1.5 TDI Highline Plus AT,0,6,890000,40219,1,0,1,0,0
Honda Jazz VX,0,12,385000,11473,0,1,1,0,1
Maruti Eeco 5 Seater AC BSIV,0,6,425000,8352,0,1,1,0,1
Maruti Wagon R VXI AMT1.2BSIV,0,6,525000,9745,0,1,1,0,0
Hyundai Grand i10 Asta,0,6,550000,9748,0,1,1,0,1
Volkswagen Polo 1.0 MPI Trendline,0,11,271000,49000,0,1,1,0,1
Hyundai Creta 1.6 CRDi SX Option,0,5,1490000,20694,1,0,1,0,1
Hyundai Grand i10 Asta Option,0,8,490000,31080,0,1,1,0,1
Hyundai EON Era Plus,0,9,260000,37605,0,1,1,0,1
Hyundai Xcent 1.1 CRDi SX Option,0,9,455000,55850,1,0,1,0,1
Tata Nano Lx BSIV,0,13,75000,58850,0,1,1,0,1
Toyota Etios Cross 1.2L G,0,8,421000,23839,0,1,1,0,1
Maruti Swift DDiS LDI,0,7,550000,54000,1,0,1,0,1
Hyundai i10 Sportz 1.2 AT,0,10,330000,38000,0,1,1,0,0
Volkswagen Vento 1.5 TDI Comfortline,0,11,390000,45454,1,0,1,0,1
Skoda Rapid 1.5 TDI AT Ambition,0,8,599000,46957,1,0,1,0,0
Hyundai Elite i20 Sportz Plus CVT BSIV,0,4,738000,8000,0,1,0,1,0
Maruti Alto K10 VXI,0,7,300000,30000,0,1,0,1,1
Tata Indica Vista Quadrajet LX,0,11,150000,110000,1,0,0,1,1
Toyota Innova 2.5 G4 Diesel 7-seater,1,16,440000,223000,1,0,0,1,1
Volkswagen Vento IPL II Diesel Trendline,0,12,280000,110000,1,0,0,1,1
Hyundai Santro GS,1,17,100000,120000,0,1,0,1,1
Maruti Swift VXi BSIV,1,15,150000,100000,0,1,0,1,1
Maruti Swift Dzire VDI,1,9,380000,100000,1,0,0,1,1
Maruti Alto LX,1,17,90000,60000,0,1,0,1,1
Mahindra Scorpio VLS 2.2 mHawk,1,15,300000,270000,1,0,0,1,1
Skoda Fabia 1.2 TDI Active,1,12,275000,60000,1,0,0,1,1
